2017-12-10T11:31:12Z	4
2017-12-10T11:28:38Z	3
2017-12-10T11:26:02Z	4
2017-12-10T11:22:43Z	4
2017-12-10T11:20:00Z	4
2017-12-10T11:17:04Z	3
2017-12-10T11:13:37Z	3
2017-12-10T11:10:14Z	4
2017-12-10T11:08:07Z	2
2017-12-10T11:04:17Z	4
2017-12-10T04:03:21Z	4
2017-12-10T02:12:18Z	3
2017-12-10T01:49:31Z	3
2017-12-10T00:54:18Z	4
2017-12-10T00:47:23Z	3
2017-12-09T11:20:44Z	4
2017-12-09T11:19:53Z	4
2017-12-08T21:38:41Z	4
2017-12-08T21:11:55Z	4
2017-12-07T17:48:53Z	3
2017-12-07T17:24:33Z	4
2017-12-05T21:20:16Z	4
2017-12-05T19:58:13Z	3
2017-12-03T06:44:44Z	3
2017-12-02T17:53:52Z	3
2017-12-02T17:44:57Z	3
2017-12-02T00:12:22Z	3
2017-12-01T22:35:27Z	3
2017-12-01T22:20:16Z	3
2017-11-29T02:51:20Z	3
2017-11-29T02:46:47Z	3
2017-11-29T02:24:42Z	3
2017-11-28T18:08:30Z	4
2017-11-28T08:13:05Z	3
2017-11-26T08:53:43Z	4
2017-11-26T08:53:15Z	3
2017-11-26T04:26:21Z	4
2017-11-26T04:26:14Z	3
2017-11-26T04:16:20Z	4
2017-11-25T22:38:13Z	3
2017-11-25T22:36:00Z	3
2017-11-25T19:18:28Z	3
2017-11-25T19:05:26Z	4
2017-11-25T10:22:30Z	4
2017-11-25T10:22:23Z	3
2017-11-25T10:10:40Z	4
2017-11-25T08:39:05Z	4
2017-11-24T20:36:53Z	4
2017-11-24T11:10:48Z	3
2017-11-24T06:27:28Z	3
2017-11-24T06:20:55Z	3
2017-11-23T06:43:23Z	4
2017-11-22T21:35:28Z	4
2017-11-22T21:27:57Z	4
2017-11-22T21:33:45Z	4
2017-11-22T21:33:08Z	3
2017-11-22T21:31:38Z	3
2017-11-22T21:30:28Z	4
2017-11-22T21:29:50Z	4
2017-11-22T21:28:47Z	4
2017-11-22T21:08:12Z	0
2017-11-22T08:12:34Z	3
2017-11-22T08:02:04Z	4
2017-11-22T06:15:15Z	3
2017-11-22T06:15:15Z	2
2017-11-18T19:16:17Z	4
2017-11-18T19:44:08Z	0
2017-11-18T19:37:06Z	3
2017-11-18T19:36:30Z	4
2017-11-18T19:34:18Z	4
2017-11-18T19:15:43Z	3
2017-11-18T18:28:21Z	3
2017-11-18T18:26:13Z	3
2017-11-18T18:25:55Z	4
2017-11-18T18:24:45Z	3
2017-11-18T18:23:40Z	4
2017-11-18T18:21:21Z	3
2017-11-15T06:08:09Z	4
2017-11-14T16:47:25Z	3
2017-11-14T04:52:14Z	4
2017-11-14T16:45:58Z	4
2017-11-14T16:44:50Z	2
2017-11-12T01:17:12Z	3
2017-11-11T23:47:10Z	4
2017-11-14T00:31:31Z	0
2017-11-13T23:49:12Z	0
2017-11-13T23:45:56Z	0
2017-11-13T23:45:30Z	0
2017-11-13T23:45:13Z	3
2017-11-13T23:44:15Z	4
2017-11-13T23:43:51Z	0
2017-11-13T23:43:21Z	3
2017-11-13T23:41:16Z	3
2017-11-13T23:39:26Z	0
2017-11-13T23:38:58Z	0
2017-11-13T23:37:48Z	4
2017-11-13T22:19:35Z	4
2017-11-13T22:18:52Z	3
2017-11-12T20:32:30Z	3
2017-11-12T20:00:00Z	3
2017-11-12T01:17:46Z	4
2017-11-11T23:46:58Z	3
2017-11-10T18:11:23Z	3
2017-11-10T17:59:53Z	3
2017-11-10T04:45:00Z	3
2017-11-10T04:40:22Z	3
2017-11-10T04:33:16Z	3
2017-11-09T09:04:46Z	4
2017-11-09T09:04:06Z	4
2017-11-09T09:02:36Z	3
2017-11-09T09:00:34Z	4
2017-11-09T08:59:10Z	0
2017-11-09T08:58:18Z	4
2017-11-09T08:53:54Z	0
2017-11-09T08:53:34Z	3
2017-11-09T08:49:07Z	4
2017-11-09T08:46:41Z	0
2017-11-09T08:43:53Z	4
2017-11-09T08:36:40Z	4
2017-11-05T19:31:59Z	3
2017-11-05T19:28:58Z	2
2017-11-05T19:26:53Z	0
2017-11-05T19:26:07Z	0
2017-11-05T19:23:06Z	3
2017-11-05T19:08:55Z	0
2017-11-05T19:07:50Z	3
2017-11-05T19:06:08Z	0
2017-11-05T19:04:58Z	3
2017-11-05T17:12:39Z	3
2017-11-05T16:43:58Z	2
2017-11-04T21:59:43Z	3
2017-11-04T05:37:51Z	3
2017-11-04T05:33:30Z	4
2017-11-03T21:43:13Z	4
2017-11-03T21:11:27Z	3
2017-11-03T20:23:20Z	4
2017-11-03T20:16:29Z	3
2017-11-02T21:17:37Z	4
2017-11-02T21:13:26Z	3
2017-11-02T17:45:34Z	3
2017-11-02T16:59:24Z	3
2017-10-31T06:26:20Z	2
2017-10-31T06:14:36Z	3
2017-10-31T05:59:37Z	4
2017-10-30T06:01:43Z	0
2017-10-30T06:00:01Z	3
2017-10-30T05:59:45Z	4
2017-10-30T05:55:30Z	4
2017-10-30T05:53:38Z	3
2017-10-30T05:53:13Z	4
2017-10-30T05:51:04Z	4
2017-10-30T05:48:46Z	3
2017-10-30T05:46:43Z	4
2017-10-30T05:42:30Z	4
2017-10-30T05:40:12Z	4
2017-10-30T05:37:56Z	4
2017-10-29T11:53:50Z	3
2017-10-29T11:41:09Z	4
2017-10-28T18:34:31Z	4
2017-10-28T18:19:50Z	3
2017-10-28T17:24:27Z	3
